ts,v0
2018-08-05T22,23778.362004968752 kBTU
2018-08-05T22,24738.02683925 kBTU
2018-08-05T23,25484.432821468752 kBTU
2018-08-05T23,26444.09765575 kBTU
2018-08-05T23,28470.056750343752 kBTU
2018-08-05T23,29323.092158593754 kBTU
2018-08-06T00,30496.015844937498 kBTU
2018-08-06T00,30922.5335490625 kBTU
2018-08-06T00,30176.12756684375 kBTU
2018-08-06T00,32415.3455135 kBTU
2018-08-06T01,23778.362004968752 kBTU
2018-08-06T01,20686.108650062502 kBTU
2018-08-06T01,21859.03233640625 kBTU
2018-08-06T01,21539.1440583125 kBTU
2018-08-06T02,21539.1440583125 kBTU
2018-08-06T02,21645.77348434375 kBTU
2018-08-06T02,20899.367502125 kBTU
2018-08-06T02,21752.402910375 kBTU
2018-08-06T03,21539.1440583125 kBTU
2018-08-06T03,22392.1794665625 kBTU
2018-08-06T03,21219.255780218748 kBTU
2018-08-06T03,21752.402910375 kBTU
2018-08-06T04,21645.77348434375 kBTU
2018-08-06T04,21325.88520625 kBTU
2018-08-06T04,21432.51463228125 kBTU
2018-08-06T04,21219.255780218748 kBTU
2018-08-06T05,21645.77348434375 kBTU
2018-08-06T05,21965.6617624375 kBTU
2018-08-06T05,22285.550040531252 kBTU
2018-08-06T05,22498.80889259375 kBTU
2018-08-06T06,21645.77348434375 kBTU
2018-08-06T06,19406.555537687498 kBTU
2018-08-06T06,19833.0732418125 kBTU
2018-08-06T06,19406.555537687498 kBTU
2018-08-06T07,19086.66725959375 kBTU
2018-08-06T07,18660.14955546875 kBTU
2018-08-06T07,19726.44381578125 kBTU
2018-08-06T07,19726.44381578125 kBTU
2018-08-06T08,20366.22037196875 kBTU
2018-08-06T08,21432.51463228125 kBTU
2018-08-06T08,21005.99692815625 kBTU
2018-08-06T08,20686.108650062502 kBTU
2018-08-06T09,21539.1440583125 kBTU
2018-08-06T09,21645.77348434375 kBTU
2018-08-06T09,22498.80889259375 kBTU
2018-08-06T09,18233.63185134375 kBTU
2018-08-06T10,17593.85529515625 kBTU
2018-08-06T10,19193.296685625 kBTU
2018-08-06T10,18660.14955546875 kBTU
2018-08-06T10,18127.0024253125 kBTU
2018-08-06T11,17380.59644309375 kBTU
2018-08-06T11,18233.63185134375 kBTU
2018-08-06T11,20152.96151990625 kBTU
2018-08-06T11,20046.332093875 kBTU
2018-08-06T12,21965.6617624375 kBTU
2018-08-06T12,22072.29118846875 kBTU
2018-08-06T12,21965.6617624375 kBTU
2018-08-06T12,21219.255780218748 kBTU
2018-08-06T13,22498.80889259375 kBTU
2018-08-06T13,25164.544543375003 kBTU
2018-08-06T13,23884.991431 kBTU
2018-08-06T13,23458.473726875 kBTU
2018-08-06T14,22605.438318625 kBTU
2018-08-06T14,21752.402910375 kBTU
2018-08-06T14,21432.51463228125 kBTU
2018-08-06T14,22285.550040531252 kBTU
2018-08-06T15,23031.95602275 kBTU
2018-08-06T15,21965.6617624375 kBTU
2018-08-06T15,22178.920614500003 kBTU
2018-08-06T15,21432.51463228125 kBTU
2018-08-06T16,20472.849798 kBTU
2018-08-06T16,19619.81438975 kBTU
2018-08-06T16,19726.44381578125 kBTU
2018-08-06T16,18873.40840753125 kBTU
2018-08-06T17,19086.66725959375 kBTU
2018-08-06T17,18233.63185134375 kBTU
2018-08-06T17,18553.5201294375 kBTU
2018-08-06T17,17700.4847211875 kBTU
2018-08-06T18,16207.67275675 kBTU
2018-08-06T18,16634.190460875 kBTU
2018-08-06T18,16634.190460875 kBTU
2018-08-06T18,15674.52562659375 kBTU
2018-08-06T19,15567.896200562502 kBTU
2018-08-06T19,16420.931608812498 kBTU
2018-08-06T19,15994.4139046875 kBTU
2018-08-06T19,16527.56103484375 kBTU
2018-08-06T20,15674.52562659375 kBTU
2018-08-06T20,16634.190460875 kBTU
2018-08-06T20,17060.708165 kBTU
2018-08-06T20,17700.4847211875 kBTU
2018-08-06T21,18020.37299928125 kBTU
2018-08-06T21,19726.44381578125 kBTU
2018-08-06T21,21859.03233640625 kBTU
2018-08-06T21,22498.80889259375 kBTU
2018-08-06T22,21325.88520625 kBTU
2018-08-06T22,21325.88520625 kBTU
2018-08-06T22,23138.58544878125 kBTU
2018-08-06T22,23671.732578937503 kBTU
2018-08-06T23,23245.2148748125 kBTU
2018-08-06T23,23458.473726875 kBTU
2018-08-06T23,25057.91511734375 kBTU
2018-08-06T23,24098.2502830625 kBTU
2018-08-07T00,24098.2502830625 kBTU
2018-08-07T00,24311.509135125 kBTU
2018-08-07T00,25164.544543375003 kBTU
2018-08-07T00,24418.13856115625 kBTU
